variant,model,auc_mean,auc_sd,mcc_mean,mcc_sd,use_rfe_effective,n_select_effective,label_type,perm_id
BIOMARKERS,LR_L1,0.6406349206349207,0.2704261867855443,0.34984029664093563,0.3565164712492445,False,,permuted,0
BIOMARKERS,LR_ELNET,0.6017460317460317,0.2660828359473603,0.18351837307850705,0.3583810440215646,False,,permuted,0
BIOMARKERS,SVM_REG,0.7115873015873015,0.18285480047000588,0.2872410653484353,0.34678317449773577,False,,permuted,0
BIOMARKERS,RF_SHALLOW,0.4317460317460318,0.23880911498274313,0.10757057484009543,0.247847879612821,False,,permuted,0
BIOMARKERS,LR_L1,0.4644444444444445,0.1526312428577331,0.0636406085085015,0.3956570282997351,False,,permuted,1
BIOMARKERS,LR_ELNET,0.4644444444444445,0.16242757170315242,0.11364060850850151,0.3139895029764765,False,,permuted,1
BIOMARKERS,SVM_REG,0.36,0.11183100124521005,-0.057796447300922725,0.0851647507940404,False,,permuted,1
BIOMARKERS,RF_SHALLOW,0.5511111111111112,0.1997838337977164,0.15617367069923893,0.25063080846930713,False,,permuted,1
BIOMARKERS,LR_L1,0.45714285714285713,0.09583148474999097,-0.07559289460184544,0.1690308509457033,False,,permuted,2
BIOMARKERS,LR_ELNET,0.4428571428571429,0.12777531299998798,-0.05714285714285714,0.12777531299998798,False,,permuted,2
BIOMARKERS,SVM_REG,0.35857142857142865,0.15414345293145815,-0.2924135105002407,0.19131143837549244,False,,permuted,2
BIOMARKERS,RF_SHALLOW,0.44857142857142857,0.1950536294646858,-0.00658526395232577,0.3567453173410638,False,,permuted,2
BIOMARKERS,LR_L1,0.6688888888888889,0.21789537641200282,0.21556750045693934,0.5006628765281428,False,,permuted,3
BIOMARKERS,LR_ELNET,0.6688888888888889,0.2120811049144369,0.1688130536603069,0.4717019091993935,False,,permuted,3
BIOMARKERS,SVM_REG,0.7188888888888888,0.23477070505200873,0.2035585247470748,0.4191716936453285,False,,permuted,3
BIOMARKERS,RF_SHALLOW,0.5866666666666667,0.22558565754251508,-0.14338196314093732,0.31448406969674614,False,,permuted,3
BIOMARKERS,LR_L1,0.5044444444444445,0.14940210056863654,0.08794023600032329,0.3816939696568471,False,,permuted,4
BIOMARKERS,LR_ELNET,0.43301587301587297,0.18253416140718656,0.050143788699400574,0.40142585224957994,False,,permuted,4
BIOMARKERS,SVM_REG,0.5007936507936508,0.15480870273316324,0.011952286093343936,0.02672612419124244,False,,permuted,4
BIOMARKERS,RF_SHALLOW,0.5333333333333333,0.09672939555129464,0.03779644730092273,0.19364916731037085,False,,permuted,4
BIOMARKERS,LR_L1,0.6966666666666667,0.1664628383249844,0.17905694150420948,0.24796323240341023,False,,permuted,5
BIOMARKERS,LR_ELNET,0.6444444444444445,0.11221672153735644,0.17905694150420948,0.24796323240341023,False,,permuted,5
BIOMARKERS,SVM_REG,0.5666666666666667,0.12228533723919523,0.24230249470757706,0.2305956988391278,False,,permuted,5
BIOMARKERS,RF_SHALLOW,0.6133333333333335,0.23964995048076287,0.19985237042509948,0.3301550529265112,False,,permuted,5
BIOMARKERS,LR_L1,0.35428571428571426,0.2046400523367998,-0.134674124631939,0.1849766344577526,False,,permuted,6
BIOMARKERS,LR_ELNET,0.40714285714285714,0.12777531299998798,-0.08338085752191536,0.1552100286500055,False,,permuted,6
BIOMARKERS,SVM_REG,0.43999999999999995,0.11937336386313321,-0.1979196778353066,0.18144560206574692,False,,permuted,6
BIOMARKERS,RF_SHALLOW,0.2885714285714286,0.14057099303068415,-0.10305134803025522,0.15768094269275165,False,,permuted,6
BIOMARKERS,LR_L1,0.6652380952380954,0.05464791448740864,0.10104200050429028,0.24221212623686944,False,,permuted,7
BIOMARKERS,LR_ELNET,0.6741269841269842,0.05345696177682255,0.22941922390260655,0.20158644810224363,False,,permuted,7
BIOMARKERS,SVM_REG,0.6541269841269841,0.08155008106583518,0.11916795729687317,0.15844838370666997,False,,permuted,7
BIOMARKERS,RF_SHALLOW,0.5850793650793651,0.08954266378065961,0.13299428659763426,0.12333725405128605,False,,permuted,7
BIOMARKERS,LR_L1,0.4800000000000001,0.1036822067666386,0.07724106534843529,0.2984294379290615,False,,permuted,8
BIOMARKERS,LR_ELNET,0.4800000000000001,0.1036822067666386,0.07724106534843529,0.2984294379290615,False,,permuted,8
BIOMARKERS,SVM_REG,0.3757142857142857,0.07135710710709814,0.008047713906656068,0.12574537772400587,False,,permuted,8
BIOMARKERS,RF_SHALLOW,0.44571428571428573,0.3293701472167006,-0.25298221281347033,0.2645751311064591,False,,permuted,8
BIOMARKERS,LR_L1,0.6911111111111111,0.11775943253352271,0.1264911064067352,0.18708286933869708,False,,permuted,9
BIOMARKERS,LR_ELNET,0.6711111111111111,0.1291233499649573,0.17811388300841896,0.13818214736202014,False,,permuted,9
BIOMARKERS,SVM_REG,0.6644444444444444,0.13150364967004988,0.1990897144109464,0.2467803387450839,False,,permuted,9
BIOMARKERS,RF_SHALLOW,0.6777777777777778,0.13983014387392467,0.21067971810589325,0.2326279965078171,False,,permuted,9
BIOMARKERS,LR_L1,0.618888888888889,0.08954618092648355,0.20208400100858062,0.14888538002349558,False,,permuted,10
BIOMARKERS,LR_ELNET,0.6288888888888888,0.12437498061293974,0.29770228975533214,0.2864852984014768,False,,permuted,10
BIOMARKERS,SVM_REG,0.6877777777777779,0.12936215791812755,0.24605411900874227,0.16431763318984072,False,,permuted,10
BIOMARKERS,RF_SHALLOW,0.5833333333333333,0.11111111111111109,0.05707188250412867,0.19001860885940908,False,,permuted,10
BIOMARKERS,LR_L1,0.6555555555555556,0.16135039701619563,0.3794733192202055,0.23979157616563593,False,,permuted,11
BIOMARKERS,LR_ELNET,0.6555555555555556,0.16135039701619563,0.3358982565251778,0.3018415291540239,False,,permuted,11
BIOMARKERS,SVM_REG,0.6666666666666667,0.14288690166235204,0.16486832980505137,0.32354869273392267,False,,permuted,11
BIOMARKERS,RF_SHALLOW,0.5855555555555555,0.14410215854998645,0.025844161207578785,0.295146620742597,False,,permuted,11
BIOMARKERS,LR_L1,0.3158730158730159,0.18776174306613705,-0.019419223902606513,0.23522795031064436,False,,permuted,12
BIOMARKERS,LR_ELNET,0.3492063492063492,0.20558466423791458,-0.10104200050429031,0.1454878486203751,False,,permuted,12
BIOMARKERS,SVM_REG,0.43166666666666664,0.2150904202629417,0.011952286093343936,0.02672612419124244,False,,permuted,12
BIOMARKERS,RF_SHALLOW,0.6821428571428572,0.2646426756586953,0.3269766193395161,0.23007198462365494,False,,permuted,12
BIOMARKERS,LR_L1,0.5,0.0,0.0,0.0,False,,permuted,13
BIOMARKERS,LR_ELNET,0.5,0.0,0.0,0.0,False,,permuted,13
BIOMARKERS,SVM_REG,0.3784126984126984,0.10158947170301143,-0.024155838792421214,0.20546787555898308,False,,permuted,13
BIOMARKERS,RF_SHALLOW,0.46492063492063485,0.16234805482207032,-0.16528877925509136,0.21391642901181385,False,,permuted,13
BIOMARKERS,LR_L1,0.34444444444444444,0.21300321680756462,-0.1889822365046136,0.32732683535398854,False,,permuted,14
BIOMARKERS,LR_ELNET,0.33055555555555555,0.18331228835440463,-0.23024273070790038,0.340080871341442,False,,permuted,14
BIOMARKERS,SVM_REG,0.43611111111111106,0.2699594162457629,0.04649110640673517,0.33510926767451094,False,,permuted,14
BIOMARKERS,RF_SHALLOW,0.6300000000000001,0.107266830099086,0.16428755370765788,0.15871537748281736,False,,permuted,14
BIOMARKERS,LR_L1,0.5,0.0,-0.03779644730092272,0.08451542547285165,False,,permuted,15
BIOMARKERS,LR_ELNET,0.4488888888888889,0.08663817195385747,-0.0694192239026065,0.09568064391255506,False,,permuted,15
BIOMARKERS,SVM_REG,0.44238095238095243,0.0848234126752071,-0.14702146603041688,0.2135015256951581,False,,permuted,15
BIOMARKERS,RF_SHALLOW,0.4076190476190476,0.15292314255319456,0.08951559268624104,0.3041951984182229,False,,permuted,15
BIOMARKERS,LR_L1,0.43,0.15652475842498528,-0.11000000000000001,0.24596747752497689,False,,permuted,16
BIOMARKERS,LR_ELNET,0.49111111111111116,0.21661680337908423,-0.16952286093343935,0.26265607514750444,False,,permuted,16
BIOMARKERS,SVM_REG,0.42000000000000004,0.14068834307270525,-0.04675444679663242,0.3128778150187803,False,,permuted,16
BIOMARKERS,RF_SHALLOW,0.35888888888888887,0.14410215854998648,0.06609542781331212,0.4437904430172346,False,,permuted,16
BIOMARKERS,LR_L1,0.42000000000000004,0.17888543819998318,-0.11952286093343936,0.2672612419124244,False,,permuted,17
BIOMARKERS,LR_ELNET,0.42000000000000004,0.17888543819998318,-0.11952286093343936,0.2672612419124244,False,,permuted,17
BIOMARKERS,SVM_REG,0.4533333333333333,0.2126261426617383,-0.06357506269502773,0.17201924717022588,False,,permuted,17
BIOMARKERS,RF_SHALLOW,0.43999999999999995,0.19493588689617927,-0.13612882400833812,0.23680635658952454,False,,permuted,17
BIOMARKERS,LR_L1,0.5,0.0,0.0,0.0,False,,permuted,18
