variant,outer_fold,model,row_id,y_true,y_prob
BIOMARKERS,3,LogReg,11,0,0.9999999445398438
BIOMARKERS,3,LogReg,23,0,1.1274851434968867e-07
BIOMARKERS,3,LogReg,28,0,3.338658763248248e-07
BIOMARKERS,3,LogReg,30,0,3.964201526021578e-08
BIOMARKERS,3,LogReg,35,1,0.9935587819959899
BIOMARKERS,3,LogReg,40,1,0.9924153120547946
BIOMARKERS,3,LogReg,41,1,0.9999919349771029
BIOMARKERS,3,LogReg,51,1,0.9951047740609499
BIOMARKERS,3,LogReg,54,1,0.9999915727952137
BIOMARKERS,3,LinearSVM,1,0,0.4648806109914385
BIOMARKERS,3,LinearSVM,3,0,0.10846331964408651
BIOMARKERS,3,LinearSVM,11,0,0.9379999509716239
BIOMARKERS,3,LinearSVM,23,0,0.05340084720508389
BIOMARKERS,3,LinearSVM,28,0,0.05376687058101593
BIOMARKERS,3,LinearSVM,30,0,0.030338371231627546
BIOMARKERS,3,LinearSVM,35,1,0.9235531953916444
BIOMARKERS,3,LinearSVM,40,1,0.7283019574519974
BIOMARKERS,3,LinearSVM,41,1,0.8819416872173272
BIOMARKERS,3,LinearSVM,51,1,0.7815040124902959
BIOMARKERS,3,LinearSVM,54,1,0.9031121535706479
BIOMARKERS,3,RF,1,0,0.024
BIOMARKERS,3,RF,3,0,0.034
BIOMARKERS,3,RF,11,0,0.538
BIOMARKERS,3,RF,23,0,0.008
BIOMARKERS,3,RF,28,0,0.304
BIOMARKERS,3,RF,30,0,0.134
BIOMARKERS,3,RF,35,1,0.36
BIOMARKERS,3,RF,40,1,0.882
BIOMARKERS,3,RF,41,1,0.614
BIOMARKERS,3,RF,51,1,0.826
BIOMARKERS,3,RF,54,1,0.892
BIOMARKERS,3,HGB,1,0,0.02002178597377498
BIOMARKERS,3,HGB,3,0,0.02537844457870367
BIOMARKERS,3,HGB,11,0,0.7354856788666829
BIOMARKERS,3,HGB,23,0,0.02537844457870367
BIOMARKERS,3,HGB,28,0,0.15888482703222354
BIOMARKERS,3,HGB,30,0,0.10306456468288079
BIOMARKERS,3,HGB,35,1,0.5609855081492477
BIOMARKERS,3,HGB,40,1,0.8360524601228957
BIOMARKERS,3,HGB,41,1,0.9106380678677036
BIOMARKERS,3,HGB,51,1,0.5821526443158552
BIOMARKERS,3,HGB,54,1,0.8245807939206151
BIOMARKERS,4,LogReg,2,0,0.8057684555159735
BIOMARKERS,4,LogReg,7,0,0.4397095582004128
BIOMARKERS,4,LogReg,15,0,0.23329763447862847
BIOMARKERS,4,LogReg,20,0,0.002423405545716831
BIOMARKERS,4,LogReg,22,0,0.00838001962910053
BIOMARKERS,4,LogReg,25,0,0.07505391133603925
BIOMARKERS,4,LogReg,36,1,0.3784523423128178
BIOMARKERS,4,LogReg,45,1,0.8409921557074889
BIOMARKERS,4,LogReg,47,1,0.6761526879238732
BIOMARKERS,4,LogReg,52,1,0.431919693411254
BIOMARKERS,4,LogReg,55,1,0.9492078522317607
BIOMARKERS,4,LinearSVM,2,0,0.6461678416897512
BIOMARKERS,4,LinearSVM,7,0,0.3989490063135341
BIOMARKERS,4,LinearSVM,15,0,0.12311400885853528
BIOMARKERS,4,LinearSVM,20,0,0.004943141369439521
BIOMARKERS,4,LinearSVM,22,0,0.012848388733018936
BIOMARKERS,4,LinearSVM,25,0,0.05677476982449743
BIOMARKERS,4,LinearSVM,36,1,0.16267135716353112
BIOMARKERS,4,LinearSVM,45,1,0.7171848126059173
BIOMARKERS,4,LinearSVM,47,1,0.565538338786972
BIOMARKERS,4,LinearSVM,52,1,0.4126865860145222
BIOMARKERS,4,LinearSVM,55,1,0.8863613687321582
BIOMARKERS,4,RF,2,0,0.39
BIOMARKERS,4,RF,7,0,0.216
BIOMARKERS,4,RF,15,0,0.096
BIOMARKERS,4,RF,20,0,0.206
BIOMARKERS,4,RF,22,0,0.11
BIOMARKERS,4,RF,25,0,0.048
BIOMARKERS,4,RF,36,1,0.578
BIOMARKERS,4,RF,45,1,0.688
BIOMARKERS,4,RF,47,1,0.71
BIOMARKERS,4,RF,52,1,0.72
BIOMARKERS,4,RF,55,1,0.826
BIOMARKERS,4,HGB,2,0,0.7989919580058432
BIOMARKERS,4,HGB,7,0,0.002133134680046587
BIOMARKERS,4,HGB,15,0,0.035229330026603854
BIOMARKERS,4,HGB,20,0,0.0007521020904685851
BIOMARKERS,4,HGB,22,0,0.00642887198827637
BIOMARKERS,4,HGB,25,0,0.00030264166911951184
BIOMARKERS,4,HGB,36,1,0.7648465641946961
BIOMARKERS,4,HGB,45,1,0.7165861375431073
BIOMARKERS,4,HGB,47,1,0.7433823622998155
BIOMARKERS,4,HGB,52,1,0.3362596502720768
BIOMARKERS,4,HGB,55,1,0.9863013421448231
BIOMARKERS,5,LogReg,0,0,0.8171704092938323
BIOMARKERS,5,LogReg,6,0,0.8553449678311478
BIOMARKERS,5,LogReg,18,0,0.0010697619920176887
BIOMARKERS,5,LogReg,21,0,0.025659291179891536
BIOMARKERS,5,LogReg,24,0,0.014655604136061285
BIOMARKERS,5,LogReg,29,0,0.7292947572562741
BIOMARKERS,5,LogReg,34,1,0.7413890206168166
BIOMARKERS,5,LogReg,38,1,0.8559924845000673
BIOMARKERS,5,LogReg,39,1,0.8632521451709649
BIOMARKERS,5,LogReg,42,1,0.9571364148487759
BIOMARKERS,5,LogReg,53,1,0.2727579140378974
BIOMARKERS,5,LinearSVM,0,0,0.6740387560590317
BIOMARKERS,5,LinearSVM,6,0,0.7292065962701116
BIOMARKERS,5,LinearSVM,18,0,0.0033658584714815047
BIOMARKERS,5,LinearSVM,21,0,0.0486936305940963
BIOMARKERS,5,LinearSVM,24,0,0.03125118839665744
BIOMARKERS,5,LinearSVM,29,0,0.6675237775512437
BIOMARKERS,5,LinearSVM,34,1,0.6119227005511079
BIOMARKERS,5,LinearSVM,38,1,0.7402450685247907
BIOMARKERS,5,LinearSVM,39,1,0.7784294548352697
BIOMARKERS,5,LinearSVM,42,1,0.8869913028341667
BIOMARKERS,5,LinearSVM,53,1,0.24412561436643673
BIOMARKERS,5,RF,0,0,0.178
BIOMARKERS,5,RF,6,0,0.77
BIOMARKERS,5,RF,18,0,0.012
BIOMARKERS,5,RF,21,0,0.144
BIOMARKERS,5,RF,24,0,0.11
BIOMARKERS,5,RF,29,0,0.378
BIOMARKERS,5,RF,34,1,0.592
BIOMARKERS,5,RF,38,1,0.572
BIOMARKERS,5,RF,39,1,0.654
BIOMARKERS,5,RF,42,1,0.864
BIOMARKERS,5,RF,53,1,0.618
BIOMARKERS,5,HGB,0,0,0.07449255885246737
BIOMARKERS,5,HGB,6,0,0.9015342547510403
BIOMARKERS,5,HGB,18,0,0.015748402734856115
BIOMARKERS,5,HGB,21,0,0.019968812851799515
BIOMARKERS,5,HGB,24,0,0.06550417189771791
BIOMARKERS,5,HGB,29,0,0.08816698916097616
BIOMARKERS,5,HGB,34,1,0.7386366235985851
BIOMARKERS,5,HGB,38,1,0.5987747993625326
BIOMARKERS,5,HGB,39,1,0.7386366235985851
BIOMARKERS,5,HGB,42,1,0.9201051239000322
BIOMARKERS,5,HGB,53,1,0.7867074431949468
