threshold,net_benefit,tp,fp,N,variant,model
0.6900000000000001,-0.0469722693831352,4,3,57,CLINICAL,HGB
0.7000000000000001,-0.0526315789473684,4,3,57,CLINICAL,HGB
0.7100000000000001,-0.0937689050211736,2,3,57,CLINICAL,HGB
0.72,-0.100250626566416,2,3,57,CLINICAL,HGB
0.73,-0.0597790773229369,2,2,57,CLINICAL,HGB
0.74,-0.0647773279352226,2,2,57,CLINICAL,HGB
0.75,-0.0701754385964912,2,2,57,CLINICAL,HGB
0.76,-0.0760233918128655,2,2,57,CLINICAL,HGB
0.77,-0.0823798627002288,2,2,57,CLINICAL,HGB
0.78,-0.0893141945773524,2,2,57,CLINICAL,HGB
0.79,-0.0969089390142022,2,2,57,CLINICAL,HGB
0.8,-0.1052631578947368,2,2,57,CLINICAL,HGB
0.81,-0.1144967682363804,2,2,57,CLINICAL,HGB
0.8200000000000001,-0.1247563352826511,2,2,57,CLINICAL,HGB
0.8300000000000001,-0.1362229102167183,2,2,57,CLINICAL,HGB
0.8400000000000001,-0.1491228070175439,2,2,57,CLINICAL,HGB
0.85,-0.1637426900584795,2,2,57,CLINICAL,HGB
0.86,-0.0726817042606516,2,1,57,CLINICAL,HGB
0.87,-0.0823211875843454,2,1,57,CLINICAL,HGB
0.88,-0.0935672514619883,2,1,57,CLINICAL,HGB
0.89,-0.1068580542264752,2,1,57,CLINICAL,HGB
0.9,-0.1228070175438596,2,1,57,CLINICAL,HGB
0.91,-0.1423001949317739,2,1,57,CLINICAL,HGB
0.92,-0.1666666666666667,2,1,57,CLINICAL,HGB
0.93,-0.2155388471177946,1,1,57,CLINICAL,HGB
0.94,-0.2748538011695909,0,1,57,CLINICAL,HGB
0.95,0.0,0,0,57,CLINICAL,HGB
0.96,0.0,0,0,57,CLINICAL,HGB
0.97,0.0,0,0,57,CLINICAL,HGB
0.98,0.0,0,0,57,CLINICAL,HGB
0.99,0.0,0,0,57,CLINICAL,HGB
0.01,0.4329257487152224,25,32,57,CLINICAL,LinearSVM
0.02,0.4271392767633369,25,32,57,CLINICAL,LinearSVM
0.03,0.4212334961114125,25,32,57,CLINICAL,LinearSVM
0.04,0.4152046783625731,25,32,57,CLINICAL,LinearSVM
0.05,0.4090489381348107,25,32,57,CLINICAL,LinearSVM
0.06,0.4027622247107129,25,32,57,CLINICAL,LinearSVM
0.0699999999999999,0.3963403131484625,25,32,57,CLINICAL,LinearSVM
0.08,0.3897787948131197,25,32,57,CLINICAL,LinearSVM
0.09,0.3830730672835936,25,32,57,CLINICAL,LinearSVM
0.0999999999999999,0.3762183235867446,25,32,57,CLINICAL,LinearSVM
0.11,0.3692095407056968,25,32,57,CLINICAL,LinearSVM
0.12,0.3620414673046251,25,32,57,CLINICAL,LinearSVM
0.13,0.3547086106069771,25,32,57,CLINICAL,LinearSVM
0.14,0.3472052223582211,25,32,57,CLINICAL,LinearSVM
0.15,0.3395252837977295,25,32,57,CLINICAL,LinearSVM
0.16,0.3316624895572264,25,32,57,CLINICAL,LinearSVM
0.17,0.3236102303952652,25,32,57,CLINICAL,LinearSVM
0.18,0.3153615746683782,25,32,57,CLINICAL,LinearSVM
0.19,0.3069092484297162,25,32,57,CLINICAL,LinearSVM
0.2,0.2982456140350877,25,32,57,CLINICAL,LinearSVM
0.21,0.2940262047523873,25,31,57,CLINICAL,LinearSVM
0.22,0.285200179937022,25,31,57,CLINICAL,LinearSVM
0.23,0.276144907723855,25,31,57,CLINICAL,LinearSVM
0.24,0.2668513388734995,25,31,57,CLINICAL,LinearSVM
0.25,0.2573099415204678,25,31,57,CLINICAL,LinearSVM
0.26,0.2475106685633001,25,31,57,CLINICAL,LinearSVM
0.27,0.2374429223744291,25,31,57,CLINICAL,LinearSVM
0.28,0.2270955165692007,25,31,57,CLINICAL,LinearSVM
0.29,0.2164566345441066,25,31,57,CLINICAL,LinearSVM
0.3,0.18796992481203,24,31,57,CLINICAL,LinearSVM
0.31,0.1767098906687007,24,31,57,CLINICAL,LinearSVM
0.32,0.1651186790505675,24,31,57,CLINICAL,LinearSVM
0.33,0.1531814611154751,24,31,57,CLINICAL,LinearSVM
0.34,0.1323763955342902,23,30,57,CLINICAL,LinearSVM
0.35,0.1025641025641025,22,30,57,CLINICAL,LinearSVM
0.36,0.0997807017543858,22,29,57,CLINICAL,LinearSVM
0.37,0.0799220272904483,21,28,57,CLINICAL,LinearSVM
0.38,0.0673457838143746,21,28,57,CLINICAL,LinearSVM
0.39,0.0368133448375035,20,28,57,CLINICAL,LinearSVM
0.4,0.023391812865497,20,28,57,CLINICAL,LinearSVM
0.41,0.0460898007731191,20,25,57,CLINICAL,LinearSVM
0.42,0.0157289776164548,19,25,57,CLINICAL,LinearSVM
0.43,-0.0236995998768851,16,23,57,CLINICAL,LinearSVM
0.44,-0.0238095238095238,12,17,57,CLINICAL,LinearSVM
0.45,-0.011164274322169,10,13,57,CLINICAL,LinearSVM
0.46,0.0058479532163742,8,9,57,CLINICAL,LinearSVM
0.47,-0.0367428003972194,5,8,57,CLINICAL,LinearSVM
0.48,-0.0269905533063427,4,6,57,CLINICAL,LinearSVM
0.49,-0.0491916064671482,2,5,57,CLINICAL,LinearSVM
0.5,-0.0701754385964912,1,5,57,CLINICAL,LinearSVM
0.51,-0.0737558181167203,1,5,57,CLINICAL,LinearSVM
0.52,-0.0584795321637427,1,4,57,CLINICAL,LinearSVM
0.53,-0.0418066442702501,1,3,57,CLINICAL,LinearSVM
0.54,-0.0442410373760488,1,3,57,CLINICAL,LinearSVM
0.55,-0.0253411306042885,1,2,57,CLINICAL,LinearSVM
0.56,-0.0271132376395534,1,2,57,CLINICAL,LinearSVM
0.5700000000000001,-0.0057119543043655,1,1,57,CLINICAL,LinearSVM
0.5800000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.59,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.6,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.61,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.62,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.63,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.64,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.65,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.66,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.67,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.68,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.6900000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.7000000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.7100000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.72,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.73,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.74,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.75,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.76,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.77,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.78,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.79,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.8,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.81,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.8200000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.8300000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.8400000000000001,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.85,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.86,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.87,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.88,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.89,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.9,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.91,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.92,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.93,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.94,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.95,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.96,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.97,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.98,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.99,0.0175438596491228,1,0,57,CLINICAL,LinearSVM
0.01,0.3981924508240297,23,30,57,CLINICAL,LogReg
0.02,0.3759398496240601,22,28,57,CLINICAL,LogReg
0.03,0.3532284319045035,21,28,57,CLINICAL,LogReg
0.04,0.3479532163742689,21,28,57,CLINICAL,LogReg
0.05,0.3425669436749769,21,28,57,CLINICAL,LogReg
0.06,0.3370660694288913,21,28,57,CLINICAL,LogReg
0.0699999999999999,0.3314468968119222,21,28,57,CLINICAL,LogReg
0.08,0.3257055682684973,21,28,57,CLINICAL,LogReg
0.09,0.3198380566801619,21,28,57,CLINICAL,LogReg
0.0999999999999999,0.3138401559454191,21,28,57,CLINICAL,LogReg
0.11,0.3077074709245022,21,28,57,CLINICAL,LogReg
0.12,0.3014354066985646,21,28,57,CLINICAL,LogReg
0.13,0.2950191570881226,21,28,57,CLINICAL,LogReg
0.14,0.288453692370461,21,28,57,CLINICAL,LogReg
0.15,0.2817337461300309,21,28,57,CLINICAL,LogReg
0.16,0.2748538011695906,21,28,57,CLINICAL,LogReg
0.17,0.2678080744028746,21,28,57,CLINICAL,LogReg
0.18,0.2605905006418485,21,28,57,CLINICAL,LogReg
0.19,0.2531947151830193,21,28,57,CLINICAL,LogReg
0.2,0.2456140350877192,21,28,57,CLINICAL,LogReg
0.21,0.2378414390406395,21,28,57,CLINICAL,LogReg
0.22,0.2123256860098965,20,28,57,CLINICAL,LogReg
0.23,0.2041467304625199,20,28,57,CLINICAL,LogReg
0.24,0.1957525392428439,20,28,57,CLINICAL,LogReg
0.25,0.1871345029239766,20,28,57,CLINICAL,LogReg
0.26,0.1782835467045993,20,28,57,CLINICAL,LogReg
0.27,0.1691900985340062,20,28,57,CLINICAL,LogReg
0.28,0.1598440545808966,20,28,57,CLINICAL,LogReg
0.29,0.1502347417840375,20,28,57,CLINICAL,LogReg
0.3,0.1478696741854636,20,27,57,CLINICAL,LogReg
0.31,0.1380625476735316,20,27,57,CLINICAL,LogReg
0.32,0.1362229102167182,20,26,57,CLINICAL,LogReg
0.33,0.1262110500130923,20,26,57,CLINICAL,LogReg
0.34,0.1158958001063263,20,26,57,CLINICAL,LogReg
0.35,0.1147098515519567,20,25,57,CLINICAL,LogReg
0.36,0.1041666666666666,20,25,57,CLINICAL,LogReg
0.37,0.0932887774993038,20,25,57,CLINICAL,LogReg
0.38,0.0820599886813808,20,25,57,CLINICAL,LogReg
0.39,0.0529191832039113,19,25,57,CLINICAL,LogReg
0.4,0.0409356725146198,19,25,57,CLINICAL,LogReg
0.41,0.0407374368123699,19,24,57,CLINICAL,LogReg
0.42,0.02843315184513,19,24,57,CLINICAL,LogReg
0.43,0.0156971375807941,19,24,57,CLINICAL,LogReg
0.44,0.0025062656641604,19,24,57,CLINICAL,LogReg
0.45,-0.0287081339712918,18,24,57,CLINICAL,LogReg
0.46,-0.0428849902534113,18,24,57,CLINICAL,LogReg
0.47,-0.0575968222442899,18,24,57,CLINICAL,LogReg
0.48,-0.0904183535762483,17,24,57,CLINICAL,LogReg
0.49,-0.1062951496388028,17,24,57,CLINICAL,LogReg
0.5,-0.087719298245614,17,22,57,CLINICAL,LogReg
0.51,-0.0225563909774436,6,7,57,CLINICAL,LogReg
0.52,-0.0277777777777777,6,7,57,CLINICAL,LogReg
0.53,0.0063456513624486,6,5,57,CLINICAL,LogReg
0.54,0.0053394355453851,5,4,57,CLINICAL,LogReg
0.55,0.0019493177387913,5,4,57,CLINICAL,LogReg
0.56,-0.0191387559808612,4,4,57,CLINICAL,LogReg
0.5700000000000001,-0.0228478172174622,4,4,57,CLINICAL,LogReg
0.5800000000000001,-0.0267335004177109,4,4,57,CLINICAL,LogReg
0.59,-0.0308087291399229,4,4,57,CLINICAL,LogReg
0.6,-0.0350877192982456,4,4,57,CLINICAL,LogReg
0.61,-0.0395861448493027,4,4,57,CLINICAL,LogReg
0.62,-0.0618651892890119,3,4,57,CLINICAL,LogReg
0.63,-0.0668563300142247,3,4,57,CLINICAL,LogReg
0.64,-0.0721247563352826,3,4,57,CLINICAL,LogReg
0.65,-0.0776942355889724,3,4,57,CLINICAL,LogReg
0.66,-0.0835913312693498,3,4,57,CLINICAL,LogReg
0.67,-0.1073896863370547,2,4,57,CLINICAL,LogReg
0.68,-0.0767543859649123,2,3,57,CLINICAL,LogReg
0.6900000000000001,-0.0820599886813809,2,3,57,CLINICAL,LogReg
0.7000000000000001,-0.087719298245614,2,3,57,CLINICAL,LogReg
0.7100000000000001,-0.0937689050211736,2,3,57,CLINICAL,LogReg
0.72,-0.1177944862155388,1,3,57,CLINICAL,LogReg
0.73,-0.124756335282651,1,3,57,CLINICAL,LogReg
0.74,-0.1322537112010796,1,3,57,CLINICAL,LogReg
0.75,-0.1403508771929824,1,3,57,CLINICAL,LogReg
0.76,-0.1491228070175438,1,3,57,CLINICAL,LogReg
0.77,-0.1586575133485888,1,3,57,CLINICAL,LogReg
0.78,-0.1690590111642743,1,3,57,CLINICAL,LogReg
0.79,-0.1804511278195489,1,3,57,CLINICAL,LogReg
0.8,-0.1929824561403509,1,3,57,CLINICAL,LogReg
0.81,-0.2068328716528163,1,3,57,CLINICAL,LogReg
0.8200000000000001,-0.2222222222222223,1,3,57,CLINICAL,LogReg
0.8300000000000001,-0.2394220846233231,1,3,57,CLINICAL,LogReg
0.8400000000000001,-0.2587719298245616,1,3,57,CLINICAL,LogReg
0.85,-0.2807017543859648,1,3,57,CLINICAL,LogReg
0.86,-0.1979949874686716,1,2,57,CLINICAL,LogReg
0.87,-0.2172739541160593,1,2,57,CLINICAL,LogReg
0.88,-0.239766081871345,1,2,57,CLINICAL,LogReg
0.89,-0.266347687400319,1,2,57,CLINICAL,LogReg
0.9,-0.2982456140350877,1,2,57,CLINICAL,LogReg
0.91,-0.1598440545808967,1,1,57,CLINICAL,LogReg
0.92,-0.1842105263157895,1,1,57,CLINICAL,LogReg
0.93,-0.2155388471177946,1,1,57,CLINICAL,LogReg
0.94,-0.2573099415204681,1,1,57,CLINICAL,LogReg
0.95,-0.315789473684211,1,1,57,CLINICAL,LogReg
0.96,-0.4035087719298253,1,1,57,CLINICAL,LogReg
0.97,-0.5497076023391807,1,1,57,CLINICAL,LogReg
0.98,-0.842105263157894,1,1,57,CLINICAL,LogReg
0.99,-1.7192982456140335,1,1,57,CLINICAL,LogReg
0.01,0.4329257487152224,25,32,57,CLINICAL,RF
0.02,0.4271392767633369,25,32,57,CLINICAL,RF
0.03,0.4212334961114125,25,32,57,CLINICAL,RF
0.04,0.4152046783625731,25,32,57,CLINICAL,RF
0.05,0.4090489381348107,25,32,57,CLINICAL,RF
0.06,0.4027622247107129,25,32,57,CLINICAL,RF
0.0699999999999999,0.3963403131484625,25,32,57,CLINICAL,RF
0.08,0.3897787948131197,25,32,57,CLINICAL,RF
0.09,0.3830730672835936,25,32,57,CLINICAL,RF
0.0999999999999999,0.3762183235867446,25,32,57,CLINICAL,RF
0.11,0.3692095407056968,25,32,57,CLINICAL,RF
0.12,0.3620414673046251,25,32,57,CLINICAL,RF
0.13,0.3547086106069771,25,32,57,CLINICAL,RF
0.14,0.3472052223582211,25,32,57,CLINICAL,RF
0.15,0.3395252837977295,25,32,57,CLINICAL,RF
0.16,0.3316624895572264,25,32,57,CLINICAL,RF
0.17,0.3236102303952652,25,32,57,CLINICAL,RF
0.18,0.3153615746683782,25,32,57,CLINICAL,RF
0.19,0.3069092484297162,25,32,57,CLINICAL,RF
0.2,0.2982456140350877,25,32,57,CLINICAL,RF
0.21,0.2893626471241394,25,32,57,CLINICAL,RF
0.22,0.2802519118308592,25,32,57,CLINICAL,RF
0.23,0.2709045340624287,25,32,57,CLINICAL,RF
0.24,0.2613111726685133,25,32,57,CLINICAL,RF
0.25,0.2514619883040935,25,32,57,CLINICAL,RF
0.26,0.2475106685633001,25,31,57,CLINICAL,RF
0.27,0.2374429223744291,25,31,57,CLINICAL,RF
0.28,0.2339181286549707,25,30,57,CLINICAL,RF
0.29,0.2236224363726216,25,30,57,CLINICAL,RF
0.3,0.213032581453634,25,30,57,CLINICAL,RF
0.31,0.202135774218154,25,30,57,CLINICAL,RF
0.32,0.1909184726522187,25,30,57,CLINICAL,RF
0.33,0.1880073317622413,25,29,57,CLINICAL,RF
0.34,0.1765018607123869,25,29,57,CLINICAL,RF
0.35,0.1470985155195681,24,29,57,CLINICAL,RF
0.36,0.1370614035087718,23,27,57,CLINICAL,RF
0.37,0.1356168198273461,23,26,57,CLINICAL,RF
0.38,0.1239388794567062,23,26,57,CLINICAL,RF
0.39,0.1118780557952257,23,26,57,CLINICAL,RF
0.4,0.0818713450292397,22,26,57,CLINICAL,RF
0.41,0.0514421647338685,21,26,57,CLINICAL,RF
0.42,0.0713853599516031,20,22,57,CLINICAL,RF
0.43,0.0729455216989843,20,21,57,CLINICAL,RF
0.44,0.0889724310776942,20,19,57,CLINICAL,RF
0.45,0.0542264752791068,17,17,57,CLINICAL,RF
0.46,0.0266406757634827,16,17,57,CLINICAL,RF
0.47,0.047335319430652,16,15,57,CLINICAL,RF
0.48,0.0539811066126855,16,14,57,CLINICAL,RF
0.49,0.0426556587547299,13,11,57,CLINICAL,RF
0.5,0.0,10,10,57,CLINICAL,RF
0.51,-0.0057286072323666,8,8,57,CLINICAL,RF
0.52,-0.0277777777777777,6,7,57,CLINICAL,RF
0.53,0.0261291526689062,6,4,57,CLINICAL,RF
0.54,0.0053394355453851,5,4,57,CLINICAL,RF
0.55,0.0448343079922027,5,2,57,CLINICAL,RF
0.56,0.0255183413078149,4,2,57,CLINICAL,RF
0.5700000000000001,0.0236638106895144,4,2,57,CLINICAL,RF
0.5800000000000001,0.0217209690893901,4,2,57,CLINICAL,RF
0.59,0.0196833547282841,4,2,57,CLINICAL,RF
0.6,6.938893903907228e-18,3,2,57,CLINICAL,RF
0.61,0.0251911830859199,3,1,57,CLINICAL,RF
0.62,0.0350877192982456,2,0,57,CLINICAL,RF
0.63,0.0175438596491228,1,0,57,CLINICAL,RF
0.64,0.0175438596491228,1,0,57,CLINICAL,RF
0.65,0.0,0,0,57,CLINICAL,RF
0.66,0.0,0,0,57,CLINICAL,RF
0.67,0.0,0,0,57,CLINICAL,RF
0.68,0.0,0,0,57,CLINICAL,RF
0.6900000000000001,0.0,0,0,57,CLINICAL,RF
0.7000000000000001,0.0,0,0,57,CLINICAL,RF
0.7100000000000001,0.0,0,0,57,CLINICAL,RF
0.72,0.0,0,0,57,CLINICAL,RF
0.73,0.0,0,0,57,CLINICAL,RF
0.74,0.0,0,0,57,CLINICAL,RF
0.75,0.0,0,0,57,CLINICAL,RF
0.76,0.0,0,0,57,CLINICAL,RF
0.77,0.0,0,0,57,CLINICAL,RF
0.78,0.0,0,0,57,CLINICAL,RF
0.79,0.0,0,0,57,CLINICAL,RF
0.8,0.0,0,0,57,CLINICAL,RF
0.81,0.0,0,0,57,CLINICAL,RF
0.8200000000000001,0.0,0,0,57,CLINICAL,RF
0.8300000000000001,0.0,0,0,57,CLINICAL,RF
0.8400000000000001,0.0,0,0,57,CLINICAL,RF
0.85,0.0,0,0,57,CLINICAL,RF
0.86,0.0,0,0,57,CLINICAL,RF
0.87,0.0,0,0,57,CLINICAL,RF
0.88,0.0,0,0,57,CLINICAL,RF
0.89,0.0,0,0,57,CLINICAL,RF
0.9,0.0,0,0,57,CLINICAL,RF
0.91,0.0,0,0,57,CLINICAL,RF
0.92,0.0,0,0,57,CLINICAL,RF
0.93,0.0,0,0,57,CLINICAL,RF
0.94,0.0,0,0,57,CLINICAL,RF
0.95,0.0,0,0,57,CLINICAL,RF
0.96,0.0,0,0,57,CLINICAL,RF
0.97,0.0,0,0,57,CLINICAL,RF
0.98,0.0,0,0,57,CLINICAL,RF
0.99,0.0,0,0,57,CLINICAL,RF
0.01,0.4329257487152224,25,32,57,FULL,HGB
0.02,0.4282133906194056,25,29,57,FULL,HGB
0.03,0.3948272743714957,23,16,57,FULL,HGB
0.04,0.3954678362573099,23,11,57,FULL,HGB
0.05,0.3951985226223453,23,9,57,FULL,HGB
0.06,0.3945502053004852,23,8,57,FULL,HGB
0.0699999999999999,0.3942652329749104,23,7,57,FULL,HGB
0.08,0.3958810068649885,23,5,57,FULL,HGB
0.09,0.396568343936765,23,4,57,FULL,HGB
0.0999999999999999,0.3976608187134502,23,3,57,FULL,HGB
0.11,0.397003745318352,23,3,57,FULL,HGB
0.12,0.3963317384370016,23,3,57,FULL,HGB
0.13,0.395644283121597,23,3,57,FULL,HGB
0.14,0.397796817625459,23,2,57,FULL,HGB
0.15,0.3973168214654282,23,2,57,FULL,HGB
0.16,0.3968253968253968,23,2,57,FULL,HGB
0.17,0.3963221306277742,23,2,57,FULL,HGB
0.18,0.3958065896448438,23,2,57,FULL,HGB
0.19,0.3952783192549274,23,2,57,FULL,HGB
0.2,0.3947368421052631,23,2,57,FULL,HGB
0.21,0.3941816566733289,23,2,57,FULL,HGB
0.22,0.3936122357174988,23,2,57,FULL,HGB
0.23,0.3930280246069719,23,2,57,FULL,HGB
0.24,0.3924284395198522,23,2,57,FULL,HGB
0.25,0.391812865497076,23,2,57,FULL,HGB
0.26,0.391180654338549,23,2,57,FULL,HGB
0.27,0.3905311223263638,23,2,57,FULL,HGB
0.28,0.3898635477582846,23,2,57,FULL,HGB
0.29,0.3891771682727946,23,2,57,FULL,HGB
0.3,0.3884711779448621,23,2,57,FULL,HGB
0.31,0.395626748029494,23,1,57,FULL,HGB
0.32,0.3952528379772961,23,1,57,FULL,HGB
0.33,0.3948677664310028,23,1,57,FULL,HGB
0.34,0.3944710260499734,23,1,57,FULL,HGB
0.35,0.3940620782726046,23,1,57,FULL,HGB
0.36,0.3936403508771929,23,1,57,FULL,HGB
0.37,0.3932052353104984,23,1,57,FULL,HGB
0.38,0.3927560837577815,23,1,57,FULL,HGB
0.39,0.3922922059246476,23,1,57,FULL,HGB
0.4,0.391812865497076,23,1,57,FULL,HGB
0.41,0.3913172762414511,23,1,57,FULL,HGB
0.42,0.4035087719298245,23,0,57,FULL,HGB
0.43,0.4035087719298245,23,0,57,FULL,HGB
0.44,0.4035087719298245,23,0,57,FULL,HGB
0.45,0.4035087719298245,23,0,57,FULL,HGB
0.46,0.4035087719298245,23,0,57,FULL,HGB
0.47,0.4035087719298245,23,0,57,FULL,HGB
0.48,0.4035087719298245,23,0,57,FULL,HGB
0.49,0.4035087719298245,23,0,57,FULL,HGB
0.5,0.4035087719298245,23,0,57,FULL,HGB
0.51,0.4035087719298245,23,0,57,FULL,HGB
0.52,0.4035087719298245,23,0,57,FULL,HGB
0.53,0.4035087719298245,23,0,57,FULL,HGB
0.54,0.4035087719298245,23,0,57,FULL,HGB
0.55,0.4035087719298245,23,0,57,FULL,HGB
0.56,0.4035087719298245,23,0,57,FULL,HGB
0.5700000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.5800000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.59,0.4035087719298245,23,0,57,FULL,HGB
0.6,0.4035087719298245,23,0,57,FULL,HGB
0.61,0.4035087719298245,23,0,57,FULL,HGB
0.62,0.4035087719298245,23,0,57,FULL,HGB
0.63,0.4035087719298245,23,0,57,FULL,HGB
0.64,0.4035087719298245,23,0,57,FULL,HGB
0.65,0.4035087719298245,23,0,57,FULL,HGB
0.66,0.4035087719298245,23,0,57,FULL,HGB
0.67,0.4035087719298245,23,0,57,FULL,HGB
0.68,0.4035087719298245,23,0,57,FULL,HGB
0.6900000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.7000000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.7100000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.72,0.4035087719298245,23,0,57,FULL,HGB
0.73,0.4035087719298245,23,0,57,FULL,HGB
0.74,0.4035087719298245,23,0,57,FULL,HGB
0.75,0.4035087719298245,23,0,57,FULL,HGB
0.76,0.4035087719298245,23,0,57,FULL,HGB
0.77,0.4035087719298245,23,0,57,FULL,HGB
0.78,0.4035087719298245,23,0,57,FULL,HGB
0.79,0.4035087719298245,23,0,57,FULL,HGB
0.8,0.4035087719298245,23,0,57,FULL,HGB
0.81,0.4035087719298245,23,0,57,FULL,HGB
0.8200000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.8300000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.8400000000000001,0.4035087719298245,23,0,57,FULL,HGB
0.85,0.4035087719298245,23,0,57,FULL,HGB
0.86,0.4035087719298245,23,0,57,FULL,HGB
0.87,0.4035087719298245,23,0,57,FULL,HGB
0.88,0.3684210526315789,21,0,57,FULL,HGB
0.89,0.3508771929824561,20,0,57,FULL,HGB
0.9,0.3508771929824561,20,0,57,FULL,HGB
0.91,0.3508771929824561,20,0,57,FULL,HGB
0.92,0.3508771929824561,20,0,57,FULL,HGB
0.93,0.2807017543859649,16,0,57,FULL,HGB
0.94,0.2807017543859649,16,0,57,FULL,HGB
0.95,0.2456140350877192,14,0,57,FULL,HGB
0.96,0.1929824561403508,11,0,57,FULL,HGB
0.97,0.0701754385964912,4,0,57,FULL,HGB
0.98,0.0,0,0,57,FULL,HGB
0.99,0.0,0,0,57,FULL,HGB
0.01,0.416267942583732,24,27,57,FULL,LinearSVM
0.02,0.4124597207303974,24,24,57,FULL,LinearSVM
0.03,0.4085729788388497,24,23,57,FULL,LinearSVM
0.04,0.4042397660818713,24,23,57,FULL,LinearSVM
0.05,0.4016620498614958,24,21,57,FULL,LinearSVM
0.06,0.3975363941769316,24,21,57,FULL,LinearSVM
0.0699999999999999,0.3946425202791926,24,20,57,FULL,LinearSVM
0.08,0.3905415713196033,24,20,57,FULL,LinearSVM
0.09,0.3863504916136495,24,20,57,FULL,LinearSVM
0.0999999999999999,0.3840155945419103,24,19,57,FULL,LinearSVM
0.11,0.3841908141139365,24,17,57,FULL,LinearSVM
0.12,0.3827751196172249,24,16,57,FULL,LinearSVM
0.13,0.38173018753781,24,15,57,FULL,LinearSVM
0.14,0.3810689514483883,24,14,57,FULL,LinearSVM
0.15,0.3601651186790505,23,14,57,FULL,LinearSVM
0.16,0.3600668337510442,23,13,57,FULL,LinearSVM
0.17,0.3392517438173747,22,13,57,FULL,LinearSVM
0.18,0.3359007274283269,22,13,57,FULL,LinearSVM
0.19,0.336582196231319,22,12,57,FULL,LinearSVM
0.2,0.3333333333333333,22,12,57,FULL,LinearSVM
0.21,0.3300022207417277,22,12,57,FULL,LinearSVM
0.22,0.3265856950067476,22,12,57,FULL,LinearSVM
0.23,0.3230804283435862,22,12,57,FULL,LinearSVM
0.24,0.3250230840258541,22,11,57,FULL,LinearSVM
0.25,0.327485380116959,22,10,57,FULL,LinearSVM
0.26,0.3243243243243243,22,10,57,FULL,LinearSVM
0.27,0.3210766642633982,22,10,57,FULL,LinearSVM
0.28,0.3245614035087719,22,9,57,FULL,LinearSVM
0.29,0.3214726958240672,22,9,57,FULL,LinearSVM
0.3,0.3182957393483709,22,9,57,FULL,LinearSVM
0.31,0.3150266971777269,22,9,57,FULL,LinearSVM
0.32,0.3116615067079463,22,9,57,FULL,LinearSVM
0.33,0.3168368682901282,22,8,57,FULL,LinearSVM
0.34,0.3136629452418926,22,8,57,FULL,LinearSVM
0.35,0.3103913630229419,22,8,57,FULL,LinearSVM
